,chg call money rate,% foreign currency investment,% reserve positions IMF,% monetary assistance loans,% securities,% other assets,chg EUR GDP,chg CHF GDP,CPI YoY
1999-07,-1.85,-0.06201422721981065,0.019997725940551714,0.019997725940552158,0.026346953619210467,0.05491741509455128,-0.0012705704931956774,-0.0005440179023388225,0.09999999999999998
1999-08,0.012653999999999943,0.010650021333750759,-0.1400189653109143,-0.03083805647609239,-0.024180680034549873,-0.037945888059150334,0.0068951305218760695,0.007614604616970055,0.20000000000000007
1999-09,0.941124,-0.01337323346735847,0.0057207502278462385,0.03963065023356549,0.027290288861899548,0.050835047159625724,0.0036910036821229397,0.004403502407718918,0.29999999999999993
1999-10,-0.780585,-0.08662304088242284,-0.028282432377841005,-0.02659150417020939,-0.01776579475304718,-0.03950907160693706,0.009747131676592247,0.012755945335518604,0.0
1999-11,0.25543400000000005,0.004050811701999002,-0.07262385563351614,-0.00886253629002276,-0.003457228397443224,0.23246945849991452,-0.0018490687976377984,0.001121044298036722,0.10000000000000009
1999-12,0.35916100000000006,0.04819932357762985,-0.0629783496630325,-0.05776896068508286,-0.11426265149544257,-0.3849177789451401,0.007249364014105808,0.010181531299956248,0.3999999999999999
2000-01,0.8422119999999997,0.02654965847334778,0.1416928653430891,0.1657321210560383,0.1709183463361379,0.21819588554063518,0.00018172907060431953,-0.0011906828675698478,-0.09999999999999987
2000-02,-0.9379739999999999,-0.009887144192358588,0.02766590316741402,0.027627648352084755,0.04418933403110925,0.02521067838770996,0.007187350740906595,0.005827992062172882,0.0
2000-03,1.0197230000000002,-0.0020808918510272223,0.037846545732692416,0.029593598128649035,-0.029385907695754998,-0.06612701710545643,0.006849231841446368,0.0055027398374676295,-0.10000000000000009
2000-04,0.18607799999999974,0.05250137825165774,-0.07465980233303382,0.04306766696320974,0.05201095873420103,0.1338601051397612,0.02315826869244475,0.02039522329811483,-0.10000000000000009
2000-05,0.5001470000000001,0.06931062756635414,-0.2841120606837011,-0.47601410970749214,-0.2786990998812211,-0.32297167828022655,0.01481599681687129,0.012066135556988655,0.20000000000000018
2000-06,0.006912999999999947,0.0027610630098492406,-0.06659113275254125,-0.025122150817090905,-0.016217611122981257,-0.06418878776278003,0.0016306292467316297,-0.0011061523410340612,0.19999999999999996
2000-07,-0.2759389999999997,-0.01699009773596516,0.0020398768978058257,0.058936539349859984,-0.013607476342871738,0.05918501011883048,0.009457871543098406,0.01103114510306824,0.09999999999999987
2000-08,0.346997,-0.0013112526682543812,-0.05518758581829886,0.005525025439458986,0.03535345599636308,0.0891369016588861,0.0033998639555630206,0.004959204900336189,-0.7999999999999998
2000-09,-0.1346580000000004,0.006528821141583485,-0.01870829240584282,-0.00903196086857605,-0.002093330923297998,-0.1443541017382568,0.017405521150614334,0.018951115612123814,0.2999999999999998
2000-10,-0.023895999999999695,-0.011291533164244305,0.028523242480322786,-0.01793410207903534,0.03634959448284514,0.17584521017310184,0.015042376702067983,0.015600372026145948,-0.09999999999999987
2000-11,-0.011586000000000318,-0.0011159386921193448,0.0031698130996096197,0.06142778425828688,0.024489344035532934,-0.17193168765171318,-0.0012216740141663962,-0.0006684976920610097,0.5999999999999999
2000-12,0.534421,0.006217531194696979,-0.06210753989301754,0.2084429782076933,0.011457601089444491,0.17222519104489198,0.00917490147041633,0.009723321033041188,-0.3999999999999999
2001-01,-0.18167,-0.0001661839971901502,0.13854465673857863,0.08798598937386437,0.10855014478691771,0.10533462789699133,-0.004432432358866478,-0.008169686837046441,-0.19999999999999996
2001-02,-0.02650399999999964,0.0015390613748311743,-0.042420550813201174,-0.006900399354178077,0.0036392858076412793,5.578321228938421e-06,0.001611611225333931,-0.0020962804629913734,-0.5
2001-03,-0.03194100000000022,0.0033790078347228913,0.0030442850308167735,-0.0022638574979039205,-0.003153132897927957,-0.1892775640866411,0.0056247906325150865,0.0019458918511947587,0.19999999999999996
2001-04,-0.16461799999999993,-0.009054782424874452,-0.020138534461521473,0.0055663265431808995,0.015890502877468293,-0.03985833708729292,0.006586980529341702,0.004829746143759195,0.19999999999999996
2001-05,0.19001499999999982,0.004748058194697091,0.047006696309256135,-0.020947526237439895,-0.023370503151587396,0.14057069677739165,-0.001251102891808742,-0.0030043398090402462,0.6000000000000001
2001-06,0.008306000000000147,0.013485035716530258,-0.04444645218802368,-0.03382915810892673,-0.06538792522289416,-0.2014704886508012,0.009339659529922884,0.00759040377058362,-0.19999999999999996
