"CubeId";"sddsilv7m"
"PublishingDate";"2024-08-14 09:00"

"Date";"D0";"Value"
"2016-07";"RAFAFX";"615550.04538102"
"2016-07";"RAFAIMF";"1339.80641827"
"2016-07";"RAFASDR";"4422.77466332"
"2016-07";"RAFAGOLD";"43546.49827836"
"2016-07";"RAFAO";"25.68566778"
"2016-08";"RAXG";"632750.09549443"
"2016-08";"RAFAFX";"626912.47282812"
"2016-08";"RAFAIMF";"1357.54497957"
"2016-08";"RAFASDR";"4460.95765493"
"2016-08";"RAFAGOLD";"43071.68647199"
"2016-08";"RAFAO";"19.12003181"
"2016-09";"RAXG";"633726.47163057"
"2016-09";"RAFAFX";"628091.35590202"
"2016-09";"RAFAIMF";"1329.12003268"
"2016-09";"RAFASDR";"4410.80559498"
"2016-09";"RAFAGOLD";"42925.73290505"
"2016-09";"RAFAO";"-104.80989911"
"2016-10";"RAXG";"636090.55267978"
"2016-10";"RAFAFX";"630350.26211206"
"2016-10";"RAFAIMF";"1334.40626689"
"2016-10";"RAFASDR";"4417.4311844"
"2016-10";"RAFAGOLD";"42146.27598378"
"2016-10";"RAFAO";"-11.54688357"
"2016-11";"RAXG";"653563.56506923"
"2016-11";"RAFAFX";"647760.67625099"
"2016-11";"RAFAIMF";"1345.98420362"
"2016-11";"RAFASDR";"4454.20100599"
"2016-11";"RAFAGOLD";"40090.53749445"
"2016-11";"RAFAO";"2.70360863"
"2016-12";"RAXG";"651100.50844857"
"2016-12";"RAFAFX";"645325.27438593"
"2016-12";"RAFAIMF";"1341.15985865"
"2016-12";"RAFASDR";"4406.19454813"
"2016-12";"RAFAGOLD";"39400.34942063"
"2016-12";"RAFAO";"27.87965586"
"2017-01";"RAXG";"649638.91193171"
"2017-01";"RAFAFX";"643939.43378022"
"2017-01";"RAFAIMF";"1328.32389665"
"2017-01";"RAFASDR";"4353.65150614"
"2017-01";"RAFAGOLD";"40056.38619853"
"2017-01";"RAFAO";"17.5027487"
"2017-02";"RAXG";"674010.74204377"
"2017-02";"RAFAFX";"668332.16431625"
"2017-02";"RAFAIMF";"1292.20242763"
"2017-02";"RAFASDR";"4370.72770773"
"2017-02";"RAFAGOLD";"42175.37426652"
"2017-02";"RAFAO";"15.64759216"
"2017-03";"RAXG";"689124.6577791"
"2017-03";"RAFAFX";"683386.146263"
"2017-03";"RAFAIMF";"1290.90311883"
"2017-03";"RAFASDR";"4359.52670626"
"2017-03";"RAFAGOLD";"41647.63726941"
"2017-03";"RAFAO";"88.08169101"
"2017-04";"RAXG";"702343.76083446"
"2017-04";"RAFAFX";"696647.29734295"
"2017-04";"RAFAIMF";"1292.9842655"
"2017-04";"RAFASDR";"4359.69182378"
"2017-04";"RAFAGOLD";"42038.57140286"
"2017-04";"RAFAO";"43.78740223"
"2017-05";"RAXG";"699863.84565943"
"2017-05";"RAFAFX";"694244.05797232"
"2017-05";"RAFAIMF";"1275.47475712"
"2017-05";"RAFASDR";"4301.35372196"
"2017-05";"RAFAGOLD";"41020.76949534"
"2017-05";"RAFAO";"42.95920803"
"2017-06";"RAXG";"699234.95767145"
"2017-06";"RAFAFX";"693682.29709087"
"2017-06";"RAFAIMF";"1234.32265536"
"2017-06";"RAFASDR";"4252.9997797"
"2017-06";"RAFAGOLD";"39746.16865763"
"2017-06";"RAFAO";"65.33814552"
"2017-07";"RAXG";"720421.25631442"
"2017-07";"RAFAFX";"714861.07091455"
"2017-07";"RAFAIMF";"1183.866122"
"2017-07";"RAFASDR";"4357.05988852"
"2017-07";"RAFAGOLD";"41101.18159314"
"2017-07";"RAFAO";"19.25938935"
"2017-08";"RAXG";"722461.54104658"
"2017-08";"RAFAFX";"716927.77632709"
"2017-08";"RAFAIMF";"1148.19369368"
"2017-08";"RAFASDR";"4360.92648738"
"2017-08";"RAFAGOLD";"42360.30806791"
"2017-08";"RAFAO";"24.64453843"
"2017-09";"RAXG";"730069.20519579"
"2017-09";"RAFAFX";"724462.07666756"
"2017-09";"RAFAIMF";"1154.45469433"
"2017-09";"RAFASDR";"4380.60796525"
"2017-09";"RAFAGOLD";"41674.38185089"
"2017-09";"RAFAO";"72.06586865"
"2017-10";"RAXG";"747489.02612633"
"2017-10";"RAFAFX";"741961.73113123"
"2017-10";"RAFAIMF";"1089.92227309"
"2017-10";"RAFASDR";"4431.4803479"
"2017-10";"RAFAGOLD";"42357.13582528"
"2017-10";"RAFAO";"5.89237411"
"2017-11";"RAXG";"743412.45228384"
"2017-11";"RAFAFX";"738065.71857333"
"2017-11";"RAFAIMF";"963.41231035"
"2017-11";"RAFASDR";"4395.97081971"
"2017-11";"RAFAGOLD";"42126.52416406"
"2017-11";"RAFAO";"-12.64941955"
"2017-12";"RAXG";"749639.9981606"
"2017-12";"RAFAFX";"744191.07797284"
"2017-12";"RAFAIMF";"871.26645868"
"2017-12";"RAFASDR";"4495.51778895"
"2017-12";"RAFAGOLD";"42494.04545352"
"2017-12";"RAFAO";"82.13594013"
"2018-01";"RAXG";"737274.21856077"
"2018-01";"RAFAFX";"732034.20045578"
"2018-01";"RAFAIMF";"829.26594419"
"2018-01";"RAFASDR";"4388.70056985"
"2018-01";"RAFAGOLD";"41882.53325714"
"2018-01";"RAFAO";"22.05159095"
"2018-02";"RAXG";"737586.27231177"
"2018-02";"RAFAFX";"732256.58222984"
"2018-02";"RAFAIMF";"833.54177022"
"2018-02";"RAFASDR";"4496.5548438"
"2018-02";"RAFAGOLD";"41625.83793176"
"2018-02";"RAFAO";"-0.40653209"
"2018-03";"RAXG";"743041.30222156"
"2018-03";"RAFAFX";"737598.70948796"
"2018-03";"RAFAIMF";"841.7212645"
"2018-03";"RAFASDR";"4552.16124686"
"2018-03";"RAFAGOLD";"42269.43404284"
"2018-03";"RAFAO";"48.71022224"
"2018-04";"RAXG";"762718.47700539"
"2018-04";"RAFAFX";"757192.74923887"
"2018-04";"RAFAIMF";"864.08457265"
"2018-04";"RAFASDR";"4664.03239221"
"2018-04";"RAFAGOLD";"43470.5871079"
"2018-04";"RAFAO";"-2.38919834"
"2018-05";"RAXG";"746043.99613062"
"2018-05";"RAFAFX";"740633.13795242"
"2018-05";"RAFAIMF";"848.46470844"
"2018-05";"RAFASDR";"4581.29277955"
"2018-05";"RAFAGOLD";"42939.09398986"
"2018-05";"RAFAO";"-18.89930979"
"2018-06";"RAXG";"753845.35917284"
"2018-06";"RAFAFX";"748213.87844289"
"2018-06";"RAFAIMF";"1057.06724362"
"2018-06";"RAFASDR";"4583.0440205"
"2018-06";"RAFAGOLD";"41561.74406517"
"2018-06";"RAFAO";"-8.63053417"
"2018-07";"RAXG";"755479.6975137"
"2018-07";"RAFAFX";"749913.18076642"
"2018-07";"RAFAIMF";"1020.62518507"
"2018-07";"RAFASDR";"4552.1739764"
"2018-07";"RAFAGOLD";"40416.57961822"
"2018-07";"RAFAO";"-6.28241419"
"2018-08";"RAXG";"736222.1857369"
"2018-08";"RAFAFX";"730846.26281613"
"2018-08";"RAFAIMF";"995.53266546"
"2018-08";"RAFASDR";"4404.91136419"
"2018-08";"RAFAGOLD";"38952.30044136"
"2018-08";"RAFAO";"-24.52110888"
"2018-09";"RAXG";"745201.3161261"
"2018-09";"RAFAFX";"739526.31216771"
"2018-09";"RAFAIMF";"1002.81906801"
"2018-09";"RAFASDR";"4431.61575083"
"2018-09";"RAFAGOLD";"38765.46624352"
"2018-09";"RAFAO";"240.56913955"
"2018-10";"RAXG";"758072.92475714"
"2018-10";"RAFAFX";"752409.22399441"
"2018-10";"RAFAIMF";"1108.10015247"
"2018-10";"RAFASDR";"4519.97145248"
"2018-10";"RAFAGOLD";"40823.28361477"
"2018-10";"RAFAO";"35.62915778"
"2018-11";"RAXG";"754699.2263262"
"2018-11";"RAFAFX";"749006.37891165"
"2018-11";"RAFAIMF";"1100.97845431"
"2018-11";"RAFASDR";"4492.8374748"
"2018-11";"RAFAGOLD";"40672.43012233"
"2018-11";"RAFAO";"99.03148544"
"2018-12";"RAXG";"734275.36524737"
"2018-12";"RAFAFX";"728745.44604109"
"2018-12";"RAFAIMF";"1188.40501469"
"2018-12";"RAFASDR";"4440.58670517"
"2018-12";"RAFAGOLD";"42237.31847994"
"2018-12";"RAFAO";"-99.07251358"
"2019-01";"RAXG";"747947.35822652"
"2019-01";"RAFAFX";"742394.9824366"
"2019-01";"RAFAIMF";"1151.8100962"
"2019-01";"RAFASDR";"4526.5859081"
"2019-01";"RAFAGOLD";"44024.51981679"
"2019-01";"RAFAO";"-126.02021438"
"2019-02";"RAXG";"744485.02271008"
"2019-02";"RAFAFX";"738944.89730553"
"2019-02";"RAFAIMF";"1138.46974608"
"2019-02";"RAFASDR";"4521.34374058"
"2019-02";"RAFAGOLD";"43900.09134768"
"2019-02";"RAFAO";"-119.68808211"
"2019-03";"RAXG";"762250.97747492"
"2019-03";"RAFAFX";"756330.53281379"
"2019-03";"RAFAIMF";"1180.11149304"
"2019-03";"RAFASDR";"4501.79089396"
"2019-03";"RAFAGOLD";"43117.82046489"
"2019-03";"RAFAO";"238.54227413"
"2019-04";"RAXG";"777905.61690774"
"2019-04";"RAFAFX";"771992.33672856"
"2019-04";"RAFAIMF";"1254.71422854"
"2019-04";"RAFASDR";"4598.93863978"
"2019-04";"RAFAGOLD";"43716.37117853"
"2019-04";"RAFAO";"59.62731086"
"2019-05";"RAXG";"764857.31942879"
"2019-05";"RAFAFX";"759110.58794423"
"2019-05";"RAFAIMF";"1229.90139652"
"2019-05";"RAFASDR";"4510.50454397"
"2019-05";"RAFAGOLD";"43608.7140799"
"2019-05";"RAFAO";"6.32554407"
"2019-06";"RAXG";"765349.50707437"
"2019-06";"RAFAFX";"759772.29874779"
"2019-06";"RAFAIMF";"1205.89740279"
"2019-06";"RAFASDR";"4415.55655365"
"2019-06";"RAFAGOLD";"46015.3158717"
"2019-06";"RAFAO";"-44.24562986"
"2019-07";"RAXG";"773686.58408695"
"2019-07";"RAFAFX";"767909.5716729"
"2019-07";"RAFAIMF";"1389.34211957"
"2019-07";"RAFASDR";"4436.09184007"
"2019-07";"RAFAGOLD";"47327.541934"
"2019-07";"RAFAO";"-48.42154559"
"2019-08";"RAXG";"772682.62344849"
