"CubeId";"plkoprinfla"
"PublishingDate";"2024-08-21 09:00"

"Date";"D0";"Value"
"1985-05";"K1";
"1985-05";"K2";
"1985-05";"TLK";"3.8"
"1985-06";"KGM";"3.51255982"
"1985-06";"K1";
"1985-06";"K2";
"1985-06";"TLK";"3.4"
"1985-07";"KGM";"3.58157089"
"1985-07";"K1";
"1985-07";"K2";
"1985-07";"TLK";"3.4"
"1985-08";"KGM";"3.48679247"
"1985-08";"K1";
"1985-08";"K2";
"1985-08";"TLK";"3"
"1985-09";"KGM";"3.55466286"
"1985-09";"K1";
"1985-09";"K2";
"1985-09";"TLK";"3.3"
"1985-10";"KGM";"3.38909437"
"1985-10";"K1";
"1985-10";"K2";
"1985-10";"TLK";"3"
"1985-11";"KGM";"3.56430215"
"1985-11";"K1";
"1985-11";"K2";
"1985-11";"TLK";"3.1"
"1985-12";"KGM";"3.61365281"
"1985-12";"K1";
"1985-12";"K2";
"1985-12";"TLK";"3.2"
"1986-01";"KGM";"3.39559101"
"1986-01";"K1";
"1986-01";"K2";
"1986-01";"TLK";"2.2"
"1986-02";"KGM";"3.18538835"
"1986-02";"K1";
"1986-02";"K2";
"1986-02";"TLK";"1.3"
"1986-03";"KGM";"3.10370267"
"1986-03";"K1";
"1986-03";"K2";
"1986-03";"TLK";"0.9"
"1986-04";"KGM";"3.12606449"
"1986-04";"K1";
"1986-04";"K2";
"1986-04";"TLK";"1"
"1986-05";"KGM";"2.94365489"
"1986-05";"K1";
"1986-05";"K2";
"1986-05";"TLK";"0.7"
"1986-06";"KGM";"2.96753923"
"1986-06";"K1";
"1986-06";"K2";
"1986-06";"TLK";"0.8"
"1986-07";"KGM";"2.99910075"
"1986-07";"K1";
"1986-07";"K2";
"1986-07";"TLK";"0.5"
"1986-08";"KGM";"3.03312173"
"1986-08";"K1";
"1986-08";"K2";
"1986-08";"TLK";"0.7"
"1986-09";"KGM";"2.91305816"
"1986-09";"K1";
"1986-09";"K2";
"1986-09";"TLK";"0.6"
"1986-10";"KGM";"2.93320602"
"1986-10";"K1";
"1986-10";"K2";
"1986-10";"TLK";"0.4"
"1986-11";"KGM";"2.73186388"
"1986-11";"K1";
"1986-11";"K2";
"1986-11";"TLK";"-0.1"
"1986-12";"KGM";"2.69412201"
"1986-12";"K1";
"1986-12";"K2";
"1986-12";"TLK";"0"
"1987-01";"KGM";"2.66045892"
"1987-01";"K1";
"1987-01";"K2";
"1987-01";"TLK";"0.7"
"1987-02";"KGM";"2.58133242"
"1987-02";"K1";
"1987-02";"K2";
"1987-02";"TLK";"1"
"1987-03";"KGM";"2.5264474"
"1987-03";"K1";
"1987-03";"K2";
"1987-03";"TLK";"1"
"1987-04";"KGM";"2.48374666"
"1987-04";"K1";
"1987-04";"K2";
"1987-04";"TLK";"1.2"
"1987-05";"KGM";"2.15331796"
"1987-05";"K1";
"1987-05";"K2";
"1987-05";"TLK";"0.9"
"1987-06";"KGM";"2.09415374"
"1987-06";"K1";
"1987-06";"K2";
"1987-06";"TLK";"1.3"
"1987-07";"KGM";"2.08753132"
"1987-07";"K1";
"1987-07";"K2";
"1987-07";"TLK";"1.8"
"1987-08";"KGM";"2.14419277"
"1987-08";"K1";
"1987-08";"K2";
"1987-08";"TLK";"2"
"1987-09";"KGM";"1.99281939"
"1987-09";"K1";
"1987-09";"K2";
"1987-09";"TLK";"1.6"
"1987-10";"KGM";"2.21119558"
"1987-10";"K1";
"1987-10";"K2";
"1987-10";"TLK";"2"
"1987-11";"KGM";"2.25061671"
"1987-11";"K1";
"1987-11";"K2";
"1987-11";"TLK";"2.1"
"1987-12";"KGM";"2.11586053"
"1987-12";"K1";
"1987-12";"K2";
"1987-12";"TLK";"1.9"
"1988-01";"KGM";"2.03997468"
"1988-01";"K1";
"1988-01";"K2";
"1988-01";"TLK";"1.6"
"1988-02";"KGM";"2.170514"
"1988-02";"K1";
"1988-02";"K2";
"1988-02";"TLK";"1.8"
"1988-03";"KGM";"2.17359208"
"1988-03";"K1";
"1988-03";"K2";
"1988-03";"TLK";"1.9"
"1988-04";"KGM";"2.2030368"
"1988-04";"K1";
"1988-04";"K2";
"1988-04";"TLK";"1.9"
"1988-05";"KGM";"2.51149897"
"1988-05";"K1";
"1988-05";"K2";
"1988-05";"TLK";"2.2"
"1988-06";"KGM";"2.49497811"
"1988-06";"K1";
"1988-06";"K2";
"1988-06";"TLK";"2.1"
"1988-07";"KGM";"2.51864948"
"1988-07";"K1";
"1988-07";"K2";
"1988-07";"TLK";"1.8"
"1988-08";"KGM";"2.48850042"
"1988-08";"K1";
"1988-08";"K2";
"1988-08";"TLK";"1.8"
"1988-09";"KGM";"2.4543228"
"1988-09";"K1";
"1988-09";"K2";
"1988-09";"TLK";"2"
"1988-10";"KGM";"2.32694057"
"1988-10";"K1";
"1988-10";"K2";
"1988-10";"TLK";"1.8"
"1988-11";"KGM";"2.29324895"
"1988-11";"K1";
"1988-11";"K2";
"1988-11";"TLK";"1.8"
"1988-12";"KGM";"2.30731459"
"1988-12";"K1";
"1988-12";"K2";
"1988-12";"TLK";"1.9"
"1989-01";"KGM";"2.43573951"
"1989-01";"K1";
"1989-01";"K2";
"1989-01";"TLK";"2.2"
"1989-02";"KGM";"2.45606958"
"1989-02";"K1";
"1989-02";"K2";
"1989-02";"TLK";"2.3"
"1989-03";"KGM";"2.51525687"
"1989-03";"K1";
"1989-03";"K2";
"1989-03";"TLK";"2.3"
"1989-04";"KGM";"2.59487684"
"1989-04";"K1";
"1989-04";"K2";
"1989-04";"TLK";"2.6"
"1989-05";"KGM";"2.78431996"
"1989-05";"K1";
"1989-05";"K2";
"1989-05";"TLK";"3"
"1989-06";"KGM";"2.84126099"
"1989-06";"K1";
"1989-06";"K2";
"1989-06";"TLK";"3"
"1989-07";"KGM";"2.85840253"
"1989-07";"K1";
"1989-07";"K2";
"1989-07";"TLK";"3"
"1989-08";"KGM";"2.94698524"
"1989-08";"K1";
"1989-08";"K2";
"1989-08";"TLK";"3"
"1989-09";"KGM";"3.1463576"
"1989-09";"K1";
"1989-09";"K2";
"1989-09";"TLK";"3.4"
"1989-10";"KGM";"3.13727554"
"1989-10";"K1";
"1989-10";"K2";
"1989-10";"TLK";"3.6"
"1989-11";"KGM";"4.45014945"
"1989-11";"K1";
"1989-11";"K2";
"1989-11";"TLK";"4.4"
"1989-12";"KGM";"4.54645695"
"1989-12";"K1";
"1989-12";"K2";
"1989-12";"TLK";"5"
"1990-01";"KGM";"4.90915903"
"1990-01";"K1";
"1990-01";"K2";
"1990-01";"TLK";"5.1"
"1990-02";"KGM";"5.05015181"
"1990-02";"K1";
"1990-02";"K2";
"1990-02";"TLK";"4.9"
"1990-03";"KGM";"5.18160971"
"1990-03";"K1";
"1990-03";"K2";
"1990-03";"TLK";"5"
"1990-04";"KGM";"4.93664894"
"1990-04";"K1";
"1990-04";"K2";
"1990-04";"TLK";"4.6"
"1990-05";"KGM";"5.60799808"
"1990-05";"K1";
"1990-05";"K2";
"1990-05";"TLK";"5.1"
"1990-06";"KGM";"5.6313806"
"1990-06";"K1";
"1990-06";"K2";
"1990-06";"TLK";"5"
"1990-07";"KGM";"5.91097307"
"1990-07";"K1";
"1990-07";"K2";
"1990-07";"TLK";"5.3"
"1990-08";"KGM";"6.24632463"
"1990-08";"K1";
"1990-08";"K2";
"1990-08";"TLK";"6.1"
"1990-09";"KGM";"6.31876771"
"1990-09";"K1";
"1990-09";"K2";
"1990-09";"TLK";"6.1"
"1990-10";"KGM";"6.30808709"
"1990-10";"K1";
"1990-10";"K2";
"1990-10";"TLK";"6.4"
"1990-11";"KGM";"6.44286133"
"1990-11";"K1";
"1990-11";"K2";
"1990-11";"TLK";"6.1"
"1990-12";"KGM";"6.14183133"
"1990-12";"K1";
"1990-12";"K2";
"1990-12";"TLK";"5.3"
"1991-01";"KGM";"6.01642528"
"1991-01";"K1";
"1991-01";"K2";
"1991-01";"TLK";"5.5"
"1991-02";"KGM";"6.14981355"
"1991-02";"K1";
"1991-02";"K2";
"1991-02";"TLK";"6.2"
"1991-03";"KGM";"6.09989306"
"1991-03";"K1";
"1991-03";"K2";
"1991-03";"TLK";"5.9"
"1991-04";"KGM";"6.44473902"
"1991-04";"K1";
"1991-04";"K2";
"1991-04";"TLK";"5.9"
"1991-05";"KGM";"7.04168602"
"1991-05";"K1";
"1991-05";"K2";
"1991-05";"TLK";"6.3"
"1991-06";"KGM";"7.12678757"
"1991-06";"K1";
"1991-06";"K2";
"1991-06";"TLK";"6.6"
"1991-07";"KGM";"7.18800012"
"1991-07";"K1";
"1991-07";"K2";
"1991-07";"TLK";"6.6"
"1991-08";"KGM";"6.88173033"
"1991-08";"K1";
"1991-08";"K2";
"1991-08";"TLK";"6"
"1991-09";"KGM";"6.83242465"
"1991-09";"K1";
"1991-09";"K2";
"1991-09";"TLK";"5.7"
"1991-10";"KGM";"6.80586998"
"1991-10";"K1";
"1991-10";"K2";
"1991-10";"TLK";"5.1"
"1991-11";"KGM";"6.19473233"
"1991-11";"K1";
"1991-11";"K2";
"1991-11";"TLK";"5.5"
"1991-12";"KGM";"6.02051296"
"1991-12";"K1";
"1991-12";"K2";
"1991-12";"TLK";"5.2"
"1992-01";"KGM";"5.8214867"
"1992-01";"K1";
"1992-01";"K2";
"1992-01";"TLK";"4.9"
"1992-02";"KGM";"5.70559695"
"1992-02";"K1";
"1992-02";"K2";
"1992-02";"TLK";"4.6"
"1992-03";"KGM";"5.62974704"
"1992-03";"K1";
"1992-03";"K2";
"1992-03";"TLK";"4.9"
"1992-04";"KGM";"5.58608186"
"1992-04";"K1";
"1992-04";"K2";
"1992-04";"TLK";"4.8"
"1992-05";"KGM";"4.74674501"
"1992-05";"K1";
"1992-05";"K2";
"1992-05";"TLK";"4.2"
"1992-06";"KGM";"4.72717276"
"1992-06";"K1";
"1992-06";"K2";
"1992-06";"TLK";"4.2"
"1992-07";"KGM";"4.59677199"
"1992-07";"K1";
"1992-07";"K2";
"1992-07";"TLK";"3.8"
"1992-08";"KGM";"4.46990018"
"1992-08";"K1";
"1992-08";"K2";
"1992-08";"TLK";"3.6"
"1992-09";"KGM";"4.41589388"
"1992-09";"K1";
"1992-09";"K2";
"1992-09";"TLK";"3.5"
"1992-10";"KGM";"4.35630822"
"1992-10";"K1";
"1992-10";"K2";
"1992-10";"TLK";"3.5"
"1992-11";"KGM";"4.20094015"
"1992-11";"K1";
"1992-11";"K2";
"1992-11";"TLK";"3.3"
"1992-12";"KGM";"4.21246243"
"1992-12";"K1";
"1992-12";"K2";
"1992-12";"TLK";"3.4"
"1993-01";"KGM";"4.04705392"
"1993-01";"K1";
"1993-01";"K2";
"1993-01";"TLK";"3.5"
"1993-02";"KGM";"3.83825022"
"1993-02";"K1";
"1993-02";"K2";
"1993-02";"TLK";"3.4"
"1993-03";"KGM";"3.9536858"
"1993-03";"K1";
"1993-03";"K2";
"1993-03";"TLK";"3.6"
"1993-04";"KGM";"3.87858159"
"1993-04";"K1";
"1993-04";"K2";
"1993-04";"TLK";"3.8"
"1993-05";"KGM";"3.60309711"
"1993-05";"K1";
"1993-05";"K2";
"1993-05";"TLK";"3.6"
"1993-06";"KGM";"3.38315323"
"1993-06";"K1";
"1993-06";"K2";
"1993-06";"TLK";"3.1"
"1993-07";"KGM";"3.38691503"
"1993-07";"K1";
"1993-07";"K2";
"1993-07";"TLK";"3.4"
"1993-08";"KGM";"3.48386848"
"1993-08";"K1";
"1993-08";"K2";
"1993-08";"TLK";"3.6"
"1993-09";"KGM";"3.33505385"
"1993-09";"K1";
"1993-09";"K2";
"1993-09";"TLK";"3.4"
"1993-10";"KGM";"3.31571071"
"1993-10";"K1";
"1993-10";"K2";
"1993-10";"TLK";"3.4"
"1993-11";"KGM";"1.9078462"
"1993-11";"K1";
"1993-11";"K2";
"1993-11";"TLK";"2.2"
"1993-12";"KGM";"1.88991029"
"1993-12";"K1";
"1993-12";"K2";
"1993-12";"TLK";"2.5"
"1994-01";"KGM";"1.77048283"
"1994-01";"K1";
"1994-01";"K2";
"1994-01";"TLK";"2.1"
"1994-02";"KGM";"2.08757198"
"1994-02";"K1";
"1994-02";"K2";
"1994-02";"TLK";"1.8"
"1994-03";"KGM";"1.90995042"
"1994-03";"K1";
"1994-03";"K2";
"1994-03";"TLK";"1.3"
"1994-04";"KGM";"1.76577117"
"1994-04";"K1";
"1994-04";"K2";
"1994-04";"TLK";"1"
"1994-05";"KGM";"0.39208546"
"1994-05";"K1";
"1994-05";"K2";
"1994-05";"TLK";"0.4"
"1994-06";"KGM";"0.48209197"
"1994-06";"K1";
"1994-06";"K2";
"1994-06";"TLK";"0.5"
"1994-07";"KGM";"0.45418635"
"1994-07";"K1";
"1994-07";"K2";
"1994-07";"TLK";"0.6"
"1994-08";"KGM";"0.39080903"
"1994-08";"K1";
"1994-08";"K2";
"1994-08";"TLK";"0.5"
"1994-09";"KGM";"0.39307632"
"1994-09";"K1";
"1994-09";"K2";
"1994-09";"TLK";"0.6"
"1994-10";"KGM";"0.30958568"
"1994-10";"K1";
"1994-10";"K2";
"1994-10";"TLK";"0.4"
"1994-11";"KGM";"0.67195822"
"1994-11";"K1";
"1994-11";"K2";
"1994-11";"TLK";"0.6"
"1994-12";"KGM";"0.64043347"
"1994-12";"K1";
"1994-12";"K2";
"1994-12";"TLK";"0.4"
"1995-01";"KGM";"0.74489309"
"1995-01";"K1";
"1995-01";"K2";
"1995-01";"TLK";"1"
"1995-02";"KGM";"0.77824777"
"1995-02";"K1";
"1995-02";"K2";
"1995-02";"TLK";"1.5"
"1995-03";"KGM";"0.88658647"
"1995-03";"K1";
"1995-03";"K2";
"1995-03";"TLK";"1.6"
"1995-04";"KGM";"0.8940723"
"1995-04";"K1";
"1995-04";"K2";
"1995-04";"TLK";"1.6"
"1995-05";"KGM";"1.63992071"
"1995-05";"K1";
"1995-05";"K2";
"1995-05";"TLK";"2"
"1995-06";"KGM";"1.67901471"
"1995-06";"K1";
"1995-06";"K2";
"1995-06";"TLK";"2.1"
"1995-07";"KGM";"1.66087524"
"1995-07";"K1";
"1995-07";"K2";
"1995-07";"TLK";"2"
"1995-08";"KGM";"1.72642553"
"1995-08";"K1";
"1995-08";"K2";
"1995-08";"TLK";"2"
"1995-09";"KGM";"1.7720941"
"1995-09";"K1";
"1995-09";"K2";
"1995-09";"TLK";"2"
"1995-10";"KGM";"1.69683912"
"1995-10";"K1";
"1995-10";"K2";
"1995-10";"TLK";"2"
"1995-11";"KGM";"1.72474928"
"1995-11";"K1";
"1995-11";"K2";
"1995-11";"TLK";"1.9"
"1995-12";"KGM";"1.74492598"
"1995-12";"K1";
"1995-12";"K2";
"1995-12";"TLK";"1.9"
"1996-01";"KGM";"1.43040068"
"1996-01";"K1";
"1996-01";"K2";
"1996-01";"TLK";"1.5"
"1996-02";"KGM";"0.99309685"
"1996-02";"K1";
"1996-02";"K2";
"1996-02";"TLK";"0.8"
"1996-03";"KGM";"0.89847593"
"1996-03";"K1";
"1996-03";"K2";
"1996-03";"TLK";"0.9"
"1996-04";"KGM";"0.9737223"
"1996-04";"K1";
"1996-04";"K2";
"1996-04";"TLK";"0.9"
"1996-05";"KGM";"0.74462235"
"1996-05";"K1";
"1996-05";"K2";
"1996-05";"TLK";"0.7"
"1996-06";"KGM";"0.6660871"
"1996-06";"K1";
"1996-06";"K2";
"1996-06";"TLK";"0.7"
"1996-07";"KGM";"0.62764793"
"1996-07";"K1";
"1996-07";"K2";
"1996-07";"TLK";"0.7"
"1996-08";"KGM";"0.56857672"
"1996-08";"K1";
"1996-08";"K2";
"1996-08";"TLK";"0.6"
"1996-09";"KGM";"0.55186477"
"1996-09";"K1";
"1996-09";"K2";
"1996-09";"TLK";"0.6"
"1996-10";"KGM";"0.51181165"
"1996-10";"K1";
"1996-10";"K2";
"1996-10";"TLK";"0.8"
"1996-11";"KGM";"0.46927335"
"1996-11";"K1";
"1996-11";"K2";
"1996-11";"TLK";"0.7"
"1996-12";"KGM";"0.44947911"
"1996-12";"K1";
"1996-12";"K2";
"1996-12";"TLK";"0.8"
"1997-01";"KGM";"0.50022838"
"1997-01";"K1";
"1997-01";"K2";
"1997-01";"TLK";"0.8"
"1997-02";"KGM";"0.52855698"
"1997-02";"K1";
"1997-02";"K2";
"1997-02";"TLK";"0.8"
"1997-03";"KGM";"0.52172705"
"1997-03";"K1";
"1997-03";"K2";
"1997-03";"TLK";"0.5"
"1997-04";"KGM";"0.55224822"
"1997-04";"K1";
"1997-04";"K2";
"1997-04";"TLK";"0.5"
"1997-05";"KGM";"0.48119753"
"1997-05";"K1";
"1997-05";"K2";
"1997-05";"TLK";"0.6"
"1997-06";"KGM";"0.44233684"
"1997-06";"K1";
"1997-06";"K2";
"1997-06";"TLK";"0.5"
"1997-07";"KGM";"0.41830375"
"1997-07";"K1";
"1997-07";"K2";
"1997-07";"TLK";"0.5"
"1997-08";"KGM";"0.37591212"
"1997-08";"K1";
"1997-08";"K2";
"1997-08";"TLK";"0.5"
"1997-09";"KGM";"0.37489352"
"1997-09";"K1";
"1997-09";"K2";
"1997-09";"TLK";"0.4"
"1997-10";"KGM";"0.37903049"
"1997-10";"K1";
"1997-10";"K2";
"1997-10";"TLK";"0.3"
"1997-11";"KGM";"0.34615355"
"1997-11";"K1";
"1997-11";"K2";
"1997-11";"TLK";"0.4"
"1997-12";"KGM";"0.34484005"
"1997-12";"K1";
"1997-12";"K2";
"1997-12";"TLK";"0.4"
"1998-01";"KGM";"0.25832119"
"1998-01";"K1";
"1998-01";"K2";
"1998-01";"TLK";"0"
"1998-02";"KGM";"0.2371416"
"1998-02";"K1";
"1998-02";"K2";
"1998-02";"TLK";"0"
"1998-03";"KGM";"0.23483724"
"1998-03";"K1";
"1998-03";"K2";
"1998-03";"TLK";"0"
"1998-04";"KGM";"0.23086513"
"1998-04";"K1";
"1998-04";"K2";
"1998-04";"TLK";"0"
"1998-05";"KGM";"0.32170799"
"1998-05";"K1";
"1998-05";"K2";
"1998-05";"TLK";"0.1"
"1998-06";"KGM";"0.35798564"
"1998-06";"K1";
"1998-06";"K2";
"1998-06";"TLK";"0.1"
"1998-07";"KGM";"0.35420378"
"1998-07";"K1";
"1998-07";"K2";
"1998-07";"TLK";"0.1"
"1998-08";"KGM";"0.35454828"
"1998-08";"K1";
"1998-08";"K2";
"1998-08";"TLK";"0.1"
"1998-09";"KGM";"0.33115855"
"1998-09";"K1";
"1998-09";"K2";
"1998-09";"TLK";"0.1"
"1998-10";"KGM";"0.37432715"
"1998-10";"K1";
"1998-10";"K2";
"1998-10";"TLK";"0"
"1998-11";"KGM";"0.39395717"
"1998-11";"K1";
"1998-11";"K2";
"1998-11";"TLK";"-0.1"
"1998-12";"KGM";"0.35639082"
"1998-12";"K1";
"1998-12";"K2";
"1998-12";"TLK";"-0.2"
"1999-01";"KGM";"0.43611166"
"1999-01";"K1";
"1999-01";"K2";
"1999-01";"TLK";"0.1"
"1999-02";"KGM";"0.63035994"
"1999-02";"K1";
"1999-02";"K2";
"1999-02";"TLK";"0.3"
"1999-03";"KGM";"0.66890944"
"1999-03";"K1";
"1999-03";"K2";
"1999-03";"TLK";"0.5"
"1999-04";"KGM";"0.69764316"
"1999-04";"K1";
"1999-04";"K2";
"1999-04";"TLK";"0.6"
"1999-05";"KGM";"0.7430408"
"1999-05";"K1";
"1999-05";"K2";
"1999-05";"TLK";"0.6"
"1999-06";"KGM";"0.7894381"
"1999-06";"K1";
"1999-06";"K2";
"1999-06";"TLK";"0.6"
"1999-07";"KGM";"0.81749122"
"1999-07";"K1";
"1999-07";"K2";
"1999-07";"TLK";"0.7"
"1999-08";"KGM";"0.97521074"
"1999-08";"K1";
"1999-08";"K2";
"1999-08";"TLK";"0.9"
"1999-09";"KGM";"1.07422854"
"1999-09";"K1";
"1999-09";"K2";
"1999-09";"TLK";"1.2"
"1999-10";"KGM";"1.08063815"
"1999-10";"K1";
"1999-10";"K2";
"1999-10";"TLK";"1.2"
"1999-11";"KGM";"1.10803167"
"1999-11";"K1";
"1999-11";"K2";
"1999-11";"TLK";"1.3"
"1999-12";"KGM";"1.14343811"
"1999-12";"K1";
"1999-12";"K2";
"1999-12";"TLK";"1.7"
"2000-01";"KGM";"1.03990829"
"2000-01";"K1";
"2000-01";"K2";
"2000-01";"TLK";"1.6"
"2000-02";"KGM";"0.96660364"
"2000-02";"K1";
"2000-02";"K2";
"2000-02";"TLK";"1.6"
"2000-03";"KGM";"0.91764171"
"2000-03";"K1";
"2000-03";"K2";
"2000-03";"TLK";"1.5"
"2000-04";"KGM";"0.9213642"
"2000-04";"K1";
"2000-04";"K2";
"2000-04";"TLK";"1.4"
"2000-05";"KGM";"1.07508964"
"2000-05";"K1";
"2000-05";"K2";
"2000-05";"TLK";"1.6"
"2000-06";"KGM";"1.06732089"
"2000-06";"K1";
"2000-06";"K2";
"2000-06";"TLK";"1.8"
"2000-07";"KGM";"1.082322"
"2000-07";"K1";
"2000-07";"K2";
"2000-07";"TLK";"1.9"
"2000-08";"KGM";"0.84159035"
"2000-08";"K1";
"2000-08";"K2";
"2000-08";"TLK";"1.1"
"2000-09";"KGM";"0.78024146"
"2000-09";"K1";
"2000-09";"K2";
"2000-09";"TLK";"1.4"
"2000-10";"KGM";"0.80877264"
"2000-10";"K1";
"2000-10";"K2";
"2000-10";"TLK";"1.3"
"2000-11";"KGM";"1.37770467"
"2000-11";"K1";
"2000-11";"K2";
"2000-11";"TLK";"1.9"
"2000-12";"KGM";"1.37432217"
"2000-12";"K1";
"2000-12";"K2";
"2000-12";"TLK";"1.5"
"2001-01";"KGM";"1.41961023"
"2001-01";"K1";
"2001-01";"K2";
"2001-01";"TLK";"1.3"
"2001-02";"KGM";"1.47242329"
"2001-02";"K1";
"2001-02";"K2";
"2001-02";"TLK";"0.8"
"2001-03";"KGM";"1.29176566"
"2001-03";"K1";
"2001-03";"K2";
"2001-03";"TLK";"1"
"2001-04";"KGM";"1.52589215"
"2001-04";"K1";
"2001-04";"K2";
"2001-04";"TLK";"1.2"
"2001-05";"KGM";"1.78415834"
"2001-05";"K1";"1.4"
"2001-05";"K2";"1.6"
"2001-05";"TLK";"1.8"
"2001-06";"KGM";"1.70420341"
"2001-06";"K1";"1.4"
"2001-06";"K2";"1.6"
"2001-06";"TLK";"1.6"
"2001-07";"KGM";"1.64484144"
"2001-07";"K1";"1.4"
"2001-07";"K2";"1.6"
"2001-07";"TLK";"1.4"
"2001-08";"KGM";"1.57261682"
"2001-08";"K1";"0.9"
"2001-08";"K2";"1"
"2001-08";"TLK";"1.1"
"2001-09";"KGM";"1.69545946"
"2001-09";"K1";"1"
"2001-09";"K2";"1"
"2001-09";"TLK";"0.7"
"2001-10";"KGM";"1.69001685"
"2001-10";"K1";"1"
"2001-10";"K2";"1.1"
"2001-10";"TLK";"0.6"
"2001-11";"KGM";"1.32302227"
"2001-11";"K1";"1"
"2001-11";"K2";"1.2"
"2001-11";"TLK";"0.3"
"2001-12";"KGM";"1.36604209"
"2001-12";"K1";"1.1"
"2001-12";"K2";"1.2"
"2001-12";"TLK";"0.3"
"2002-01";"KGM";"1.30919666"
"2002-01";"K1";"0.6"
"2002-01";"K2";"0.5"
"2002-01";"TLK";"0.5"
"2002-02";"KGM";"1.17486323"
"2002-02";"K1";"0.8"
"2002-02";"K2";"0.8"
"2002-02";"TLK";"0.7"
"2002-03";"KGM";"1.13928096"
"2002-03";"K1";"0.7"
"2002-03";"K2";"0.7"
"2002-03";"TLK";"0.5"
"2002-04";"KGM";"1.27917437"
"2002-04";"K1";"1.3"
"2002-04";"K2";"1.4"
"2002-04";"TLK";"1.1"
"2002-05";"KGM";"1.08325885"
"2002-05";"K1";"1.1"
"2002-05";"K2";"1.1"
"2002-05";"TLK";"0.6"
"2002-06";"KGM";"0.93138531"
"2002-06";"K1";"0.9"
"2002-06";"K2";"0.9"
"2002-06";"TLK";"0.3"
"2002-07";"KGM";"0.91536932"
"2002-07";"K1";"0.3"
"2002-07";"K2";"0.1"
"2002-07";"TLK";"-0.1"
"2002-08";"KGM";"0.89083"
"2002-08";"K1";"0.8"
"2002-08";"K2";"0.7"
"2002-08";"TLK";"0.5"
"2002-09";"KGM";"0.91541259"
"2002-09";"K1";"0.8"
"2002-09";"K2";"0.7"
"2002-09";"TLK";"0.5"
"2002-10";"KGM";"1.02486771"
"2002-10";"K1";"1.5"
"2002-10";"K2";"1.6"
"2002-10";"TLK";"1.2"
"2002-11";"KGM";"0.93509608"
"2002-11";"K1";"0.9"
"2002-11";"K2";"0.9"
"2002-11";"TLK";"0.9"
"2002-12";"KGM";"0.85945067"
"2002-12";"K1";"0.9"
"2002-12";"K2";"0.9"
"2002-12";"TLK";"0.9"
"2003-01";"KGM";"0.89182666"
"2003-01";"K1";"0.7"
"2003-01";"K2";"0.5"
"2003-01";"TLK";"0.8"
"2003-02";"KGM";"0.8334608"
"2003-02";"K1";"0.7"
"2003-02";"K2";"0.5"
"2003-02";"TLK";"0.9"
"2003-03";"KGM";"0.90529525"
"2003-03";"K1";"0.7"
"2003-03";"K2";"0.5"
"2003-03";"TLK";"1.3"
"2003-04";"KGM";"0.74823692"
"2003-04";"K1";"0.7"
"2003-04";"K2";"0.5"
"2003-04";"TLK";"0.7"
"2003-05";"KGM";"0.5571915"
"2003-05";"K1";"0.6"
"2003-05";"K2";"0.5"
"2003-05";"TLK";"0.4"
"2003-06";"KGM";"0.57062323"
"2003-06";"K1";"0.6"
"2003-06";"K2";"0.5"
"2003-06";"TLK";"0.5"
"2003-07";"KGM";"0.5253916"
"2003-07";"K1";"0.4"
"2003-07";"K2";"0.2"
"2003-07";"TLK";"0.3"
