"CubeId";"plkoprinfla"
"PublishingDate";"2024-08-21 09:00"

"Date";"D0";"Value"
"2003-08";"KGM";"0.65832769"
"2003-08";"K1";"0.5"
"2003-08";"K2";"0.3"
"2003-08";"TLK";"0.5"
"2003-09";"KGM";"0.6512358"
"2003-09";"K1";"0.5"
"2003-09";"K2";"0.3"
"2003-09";"TLK";"0.5"
"2003-10";"KGM";"0.58357333"
"2003-10";"K1";"0.4"
"2003-10";"K2";"0.2"
"2003-10";"TLK";"0.5"
"2003-11";"KGM";"0.60697221"
"2003-11";"K1";"0.5"
"2003-11";"K2";"0.3"
"2003-11";"TLK";"0.5"
"2003-12";"KGM";"0.68560472"
"2003-12";"K1";"0.5"
"2003-12";"K2";"0.3"
"2003-12";"TLK";"0.6"
"2004-01";"KGM";"0.44590485"
"2004-01";"K1";"0.3"
"2004-01";"K2";"0.2"
"2004-01";"TLK";"0.2"
"2004-02";"KGM";"0.51997515"
"2004-02";"K1";"0.4"
"2004-02";"K2";"0.2"
"2004-02";"TLK";"0.1"
"2004-03";"KGM";"0.46258978"
"2004-03";"K1";"0.4"
"2004-03";"K2";"0.2"
"2004-03";"TLK";"-0.1"
"2004-04";"KGM";"0.70994836"
"2004-04";"K1";"0.6"
"2004-04";"K2";"0.4"
"2004-04";"TLK";"0.5"
"2004-05";"KGM";"0.76413075"
"2004-05";"K1";"0.6"
"2004-05";"K2";"0.4"
"2004-05";"TLK";"0.9"
"2004-06";"KGM";"0.77618764"
"2004-06";"K1";"0.6"
"2004-06";"K2";"0.4"
"2004-06";"TLK";"1.1"
"2004-07";"KGM";"0.73317931"
"2004-07";"K1";"0.5"
"2004-07";"K2";"0.3"
"2004-07";"TLK";"0.9"
"2004-08";"KGM";"0.85862897"
"2004-08";"K1";"0.6"
"2004-08";"K2";"0.4"
"2004-08";"TLK";"1"
"2004-09";"KGM";"0.86879079"
"2004-09";"K1";"0.6"
"2004-09";"K2";"0.4"
"2004-09";"TLK";"0.9"
"2004-10";"KGM";"0.96639006"
"2004-10";"K1";"0.7"
"2004-10";"K2";"0.6"
"2004-10";"TLK";"1.3"
"2004-11";"KGM";"1.11364064"
"2004-11";"K1";"0.9"
"2004-11";"K2";"0.8"
"2004-11";"TLK";"1.5"
"2004-12";"KGM";"1.10112036"
"2004-12";"K1";"0.9"
"2004-12";"K2";"0.7"
"2004-12";"TLK";"1.3"
"2005-01";"KGM";"1.10179813"
"2005-01";"K1";"1"
"2005-01";"K2";"0.9"
"2005-01";"TLK";"1.2"
"2005-02";"KGM";"1.00205732"
"2005-02";"K1";"0.9"
"2005-02";"K2";"0.8"
"2005-02";"TLK";"1.4"
"2005-03";"KGM";"0.94578647"
"2005-03";"K1";"0.9"
"2005-03";"K2";"0.8"
"2005-03";"TLK";"1.4"
"2005-04";"KGM";"0.87794615"
"2005-04";"K1";"0.7"
"2005-04";"K2";"0.6"
"2005-04";"TLK";"1.4"
"2005-05";"KGM";"0.83259457"
"2005-05";"K1";"0.7"
"2005-05";"K2";"0.6"
"2005-05";"TLK";"1.1"
"2005-06";"KGM";"0.74145829"
"2005-06";"K1";"0.4"
"2005-06";"K2";"0.2"
"2005-06";"TLK";"0.7"
"2005-07";"KGM";"0.79838005"
"2005-07";"K1";"0.4"
"2005-07";"K2";"0.2"
"2005-07";"TLK";"1.2"
"2005-08";"KGM";"0.64585556"
"2005-08";"K1";"0.2"
"2005-08";"K2";"0"
"2005-08";"TLK";"1"
"2005-09";"KGM";"0.64405333"
"2005-09";"K1";"0.2"
"2005-09";"K2";"-0.1"
"2005-09";"TLK";"1.4"
"2005-10";"KGM";"0.60675468"
"2005-10";"K1";"0.2"
"2005-10";"K2";"0.1"
"2005-10";"TLK";"1.3"
"2005-11";"KGM";"0.59318157"
"2005-11";"K1";"0.1"
"2005-11";"K2";"0"
"2005-11";"TLK";"1"
"2005-12";"KGM";"0.57270181"
"2005-12";"K1";"0.2"
"2005-12";"K2";"0"
"2005-12";"TLK";"1"
"2006-01";"KGM";"0.58498262"
"2006-01";"K1";"0.1"
"2006-01";"K2";"-0.1"
"2006-01";"TLK";"1.3"
"2006-02";"KGM";"0.78822731"
"2006-02";"K1";"0.3"
"2006-02";"K2";"0.2"
"2006-02";"TLK";"1.4"
"2006-03";"KGM";"0.85554094"
"2006-03";"K1";"0.3"
"2006-03";"K2";"0.2"
"2006-03";"TLK";"1"
"2006-04";"KGM";"0.98699616"
"2006-04";"K1";"0.3"
"2006-04";"K2";"0.2"
"2006-04";"TLK";"1.1"
"2006-05";"KGM";"1.09699322"
"2006-05";"K1";"0.3"
"2006-05";"K2";"0.2"
"2006-05";"TLK";"1.4"
"2006-06";"KGM";"1.07368267"
"2006-06";"K1";"0.5"
"2006-06";"K2";"0.5"
"2006-06";"TLK";"1.6"
"2006-07";"KGM";"1.16907971"
"2006-07";"K1";"0.6"
"2006-07";"K2";"0.7"
"2006-07";"TLK";"1.4"
"2006-08";"KGM";"1.16786099"
"2006-08";"K1";"0.6"
"2006-08";"K2";"0.8"
"2006-08";"TLK";"1.5"
"2006-09";"KGM";"0.98830041"
"2006-09";"K1";"0.6"
"2006-09";"K2";"0.8"
"2006-09";"TLK";"0.8"
"2006-10";"KGM";"0.9002333"
"2006-10";"K1";"0.6"
"2006-10";"K2";"0.7"
"2006-10";"TLK";"0.3"
"2006-11";"KGM";"0.88770519"
"2006-11";"K1";"0.6"
"2006-11";"K2";"0.7"
"2006-11";"TLK";"0.5"
"2006-12";"KGM";"0.91842213"
"2006-12";"K1";"0.6"
"2006-12";"K2";"0.8"
"2006-12";"TLK";"0.6"
"2007-01";"KGM";"0.8037689"
"2007-01";"K1";"0.2"
"2007-01";"K2";"0.4"
"2007-01";"TLK";"0.1"
"2007-02";"KGM";"0.78734437"
"2007-02";"K1";"0.2"
"2007-02";"K2";"0.4"
"2007-02";"TLK";"0"
"2007-03";"KGM";"0.91168648"
"2007-03";"K1";"0.2"
"2007-03";"K2";"0.4"
"2007-03";"TLK";"0.2"
"2007-04";"KGM";"0.87144287"
"2007-04";"K1";"0.4"
"2007-04";"K2";"0.6"
"2007-04";"TLK";"0.5"
"2007-05";"KGM";"0.95945286"
"2007-05";"K1";"0.5"
"2007-05";"K2";"0.7"
"2007-05";"TLK";"0.5"
"2007-06";"KGM";"1.0330423"
"2007-06";"K1";"0.5"
"2007-06";"K2";"0.8"
"2007-06";"TLK";"0.6"
"2007-07";"KGM";"0.97721765"
"2007-07";"K1";"0.7"
"2007-07";"K2";"0.9"
"2007-07";"TLK";"0.7"
"2007-08";"KGM";"0.7927793"
"2007-08";"K1";"0.7"
"2007-08";"K2";"0.8"
"2007-08";"TLK";"0.4"
"2007-09";"KGM";"0.95375054"
"2007-09";"K1";"0.7"
"2007-09";"K2";"0.8"
"2007-09";"TLK";"0.7"
"2007-10";"KGM";"1.10393639"
"2007-10";"K1";"0.8"
"2007-10";"K2";"0.9"
"2007-10";"TLK";"1.3"
"2007-11";"KGM";"1.15903654"
"2007-11";"K1";"0.8"
"2007-11";"K2";"1"
"2007-11";"TLK";"1.8"
"2007-12";"KGM";"1.23596492"
"2007-12";"K1";"0.9"
"2007-12";"K2";"1.1"
"2007-12";"TLK";"2"
"2008-01";"KGM";"1.47605581"
"2008-01";"K1";"1.2"
"2008-01";"K2";"1.5"
"2008-01";"TLK";"2.4"
"2008-02";"KGM";"1.52493324"
"2008-02";"K1";"1.3"
"2008-02";"K2";"1.6"
"2008-02";"TLK";"2.4"
"2008-03";"KGM";"1.6302155"
"2008-03";"K1";"1.5"
"2008-03";"K2";"1.8"
"2008-03";"TLK";"2.6"
"2008-04";"KGM";"1.60373069"
"2008-04";"K1";"1.4"
"2008-04";"K2";"1.7"
"2008-04";"TLK";"2.3"
"2008-05";"KGM";"1.76804854"
"2008-05";"K1";"1.6"
"2008-05";"K2";"1.9"
"2008-05";"TLK";"2.9"
"2008-06";"KGM";"1.72698117"
"2008-06";"K1";"1.3"
"2008-06";"K2";"1.8"
"2008-06";"TLK";"2.9"
"2008-07";"KGM";"1.84447986"
"2008-07";"K1";"1.4"
"2008-07";"K2";"1.9"
"2008-07";"TLK";"3.1"
"2008-08";"KGM";"2.02889267"
"2008-08";"K1";"1.7"
"2008-08";"K2";"2.2"
"2008-08";"TLK";"2.9"
"2008-09";"KGM";"2.13479924"
"2008-09";"K1";"1.9"
"2008-09";"K2";"2.5"
"2008-09";"TLK";"2.9"
"2008-10";"KGM";"2.11799701"
"2008-10";"K1";"1.8"
"2008-10";"K2";"2.2"
"2008-10";"TLK";"2.6"
"2008-11";"KGM";"1.81292527"
"2008-11";"K1";"1.7"
"2008-11";"K2";"2.1"
"2008-11";"TLK";"1.5"
"2008-12";"KGM";"1.72174678"
"2008-12";"K1";"1.6"
"2008-12";"K2";"2"
"2008-12";"TLK";"0.7"
"2009-01";"KGM";"1.6454962"
"2009-01";"K1";"1.4"
"2009-01";"K2";"1.8"
"2009-01";"TLK";"0.1"
"2009-02";"KGM";"1.62550787"
"2009-02";"K1";"1.3"
"2009-02";"K2";"1.7"
"2009-02";"TLK";"0.2"
"2009-03";"KGM";"1.47117094"
"2009-03";"K1";"1.2"
"2009-03";"K2";"1.5"
"2009-03";"TLK";"-0.4"
"2009-04";"KGM";"1.40468272"
"2009-04";"K1";"1.2"
"2009-04";"K2";"1.5"
"2009-04";"TLK";"-0.3"
"2009-05";"KGM";"1.21782849"
"2009-05";"K1";"0.9"
"2009-05";"K2";"1.2"
"2009-05";"TLK";"-1"
"2009-06";"KGM";"1.1320253"
"2009-06";"K1";"0.9"
"2009-06";"K2";"1.1"
"2009-06";"TLK";"-1"
"2009-07";"KGM";"1.2503995"
"2009-07";"K1";"0.9"
"2009-07";"K2";"1"
"2009-07";"TLK";"-1.2"
"2009-08";"KGM";"1.00004341"
"2009-08";"K1";"0.7"
"2009-08";"K2";"0.7"
"2009-08";"TLK";"-0.8"
"2009-09";"KGM";"1.02104702"
"2009-09";"K1";"0.6"
"2009-09";"K2";"0.5"
"2009-09";"TLK";"-0.9"
"2009-10";"KGM";"0.85960876"
"2009-10";"K1";"0.6"
"2009-10";"K2";"0.5"
"2009-10";"TLK";"-0.8"
"2009-11";"KGM";"0.84617427"
"2009-11";"K1";"0.6"
"2009-11";"K2";"0.6"
"2009-11";"TLK";"0"
"2009-12";"KGM";"0.68637292"
"2009-12";"K1";"0.4"
"2009-12";"K2";"0.4"
"2009-12";"TLK";"0.3"
"2010-01";"KGM";"0.85907466"
"2010-01";"K1";"0.5"
"2010-01";"K2";"0.5"
"2010-01";"TLK";"1"
"2010-02";"KGM";"0.74798873"
"2010-02";"K1";"0.5"
"2010-02";"K2";"0.4"
"2010-02";"TLK";"0.9"
"2010-03";"KGM";"0.72001347"
"2010-03";"K1";"0.4"
"2010-03";"K2";"0.3"
"2010-03";"TLK";"1.4"
"2010-04";"KGM";"0.73469016"
"2010-04";"K1";"0.3"
"2010-04";"K2";"0.2"
"2010-04";"TLK";"1.4"
"2010-05";"KGM";"0.67378218"
"2010-05";"K1";"0.2"
"2010-05";"K2";"0.2"
"2010-05";"TLK";"1.1"
"2010-06";"KGM";"0.53906956"
"2010-06";"K1";"0"
"2010-06";"K2";"0"
"2010-06";"TLK";"0.5"
"2010-07";"KGM";"0.42756296"
"2010-07";"K1";"0"
"2010-07";"K2";"0"
"2010-07";"TLK";"0.4"
"2010-08";"KGM";"0.50578024"
"2010-08";"K1";"0"
"2010-08";"K2";"0.1"
"2010-08";"TLK";"0.3"
"2010-09";"KGM";"0.33403157"
"2010-09";"K1";"-0.1"
"2010-09";"K2";"-0.1"
"2010-09";"TLK";"0.3"
"2010-10";"KGM";"0.38266603"
"2010-10";"K1";"-0.2"
"2010-10";"K2";"-0.2"
"2010-10";"TLK";"0.2"
"2010-11";"KGM";"0.54648865"
"2010-11";"K1";"-0.1"
"2010-11";"K2";"0"
"2010-11";"TLK";"0.2"
"2010-12";"KGM";"0.61875618"
"2010-12";"K1";"0"
"2010-12";"K2";"0"
"2010-12";"TLK";"0.5"
"2011-01";"KGM";"0.73289904"
"2011-01";"K1";"0"
"2011-01";"K2";"-0.1"
"2011-01";"TLK";"0.3"
"2011-02";"KGM";"0.79972627"
"2011-02";"K1";"0.1"
"2011-02";"K2";"0.1"
"2011-02";"TLK";"0.5"
"2011-03";"KGM";"0.83890656"
"2011-03";"K1";"0.6"
"2011-03";"K2";"0.8"
"2011-03";"TLK";"1"
"2011-04";"KGM";"0.65240664"
"2011-04";"K1";"-0.1"
"2011-04";"K2";"-0.1"
"2011-04";"TLK";"0.3"
"2011-05";"KGM";"0.55214233"
"2011-05";"K1";"0"
"2011-05";"K2";"-0.2"
"2011-05";"TLK";"0.4"
"2011-06";"KGM";"0.63836239"
"2011-06";"K1";"0.3"
"2011-06";"K2";"0.1"
"2011-06";"TLK";"0.6"
"2011-07";"KGM";"0.64320452"
"2011-07";"K1";"0.2"
"2011-07";"K2";"0"
"2011-07";"TLK";"0.5"
"2011-08";"KGM";"0.59506738"
"2011-08";"K1";"0"
"2011-08";"K2";"-0.2"
"2011-08";"TLK";"0.2"
"2011-09";"KGM";"0.64127668"
"2011-09";"K1";"0.2"
"2011-09";"K2";"0"
"2011-09";"TLK";"0.5"
"2011-10";"KGM";"0.26281747"
"2011-10";"K1";"-0.5"
"2011-10";"K2";"-0.8"
"2011-10";"TLK";"-0.1"
"2011-11";"KGM";"0.06189153"
"2011-11";"K1";"-1"
"2011-11";"K2";"-1.4"
"2011-11";"TLK";"-0.5"
"2011-12";"KGM";"0.03509692"
"2011-12";"K1";"-1.1"
"2011-12";"K2";"-1.6"
"2011-12";"TLK";"-0.7"
"2012-01";"KGM";"-0.0100558"
"2012-01";"K1";"-1"
"2012-01";"K2";"-1.4"
"2012-01";"TLK";"-0.8"
"2012-02";"KGM";"-0.06771418"
"2012-02";"K1";"-1.2"
"2012-02";"K2";"-1.6"
"2012-02";"TLK";"-0.9"
"2012-03";"KGM";"-0.1020068"
"2012-03";"K1";"-1.2"
"2012-03";"K2";"-1.6"
"2012-03";"TLK";"-1"
"2012-04";"KGM";"-0.13344413"
"2012-04";"K1";"-1.2"
"2012-04";"K2";"-1.5"
"2012-04";"TLK";"-1"
"2012-05";"KGM";"-0.11826629"
"2012-05";"K1";"-1.2"
"2012-05";"K2";"-1.5"
"2012-05";"TLK";"-1"
"2012-06";"KGM";"-0.14077244"
"2012-06";"K1";"-1.2"
"2012-06";"K2";"-1.6"
"2012-06";"TLK";"-1.1"
"2012-07";"KGM";"0.01678971"
"2012-07";"K1";"-1"
"2012-07";"K2";"-1.4"
"2012-07";"TLK";"-0.7"
"2012-08";"KGM";"-0.13072214"
"2012-08";"K1";"-1.1"
"2012-08";"K2";"-1.4"
"2012-08";"TLK";"-0.5"
"2012-09";"KGM";"-0.12795419"
"2012-09";"K1";"-1"
"2012-09";"K2";"-1.3"
"2012-09";"TLK";"-0.4"
"2012-10";"KGM";"-0.03740486"
"2012-10";"K1";"-0.8"
"2012-10";"K2";"-1"
"2012-10";"TLK";"-0.2"
"2012-11";"KGM";"-0.11475948"
"2012-11";"K1";"-0.6"
"2012-11";"K2";"-0.7"
"2012-11";"TLK";"-0.4"
"2012-12";"KGM";"-0.16536455"
"2012-12";"K1";"-0.6"
"2012-12";"K2";"-0.7"
"2012-12";"TLK";"-0.4"
"2013-01";"KGM";"-0.01426327"
"2013-01";"K1";"-0.4"
"2013-01";"K2";"-0.5"
"2013-01";"TLK";"-0.3"
"2013-02";"KGM";"0.00118285"
"2013-02";"K1";"-0.4"
"2013-02";"K2";"-0.5"
"2013-02";"TLK";"-0.3"
"2013-03";"KGM";"-0.09096333"
"2013-03";"K1";"-0.6"
"2013-03";"K2";"-0.7"
"2013-03";"TLK";"-0.6"
"2013-04";"KGM";"-0.18810336"
"2013-04";"K1";"-0.6"
"2013-04";"K2";"-0.7"
"2013-04";"TLK";"-0.6"
"2013-05";"KGM";"-0.06895678"
"2013-05";"K1";"-0.4"
"2013-05";"K2";"-0.5"
"2013-05";"TLK";"-0.5"
"2013-06";"KGM";"0.12599183"
"2013-06";"K1";"-0.2"
"2013-06";"K2";"-0.3"
"2013-06";"TLK";"-0.1"
"2013-07";"KGM";"0.21618335"
"2013-07";"K1";"-0.2"
"2013-07";"K2";"-0.3"
"2013-07";"TLK";"0"
"2013-08";"KGM";"0.23902013"
"2013-08";"K1";"0"
"2013-08";"K2";"-0.1"
"2013-08";"TLK";"0"
"2013-09";"KGM";"0.24643007"
"2013-09";"K1";"-0.1"
"2013-09";"K2";"-0.1"
"2013-09";"TLK";"-0.1"
"2013-10";"KGM";"0.20222646"
"2013-10";"K1";"-0.1"
"2013-10";"K2";"-0.1"
"2013-10";"TLK";"-0.3"
"2013-11";"KGM";"0.34400304"
"2013-11";"K1";"0.1"
"2013-11";"K2";"0.1"
"2013-11";"TLK";"0.1"
"2013-12";"KGM";"0.3878722"
"2013-12";"K1";"0"
"2013-12";"K2";"0.2"
"2013-12";"TLK";"0.1"
"2014-01";"KGM";"0.43326138"
"2014-01";"K1";"-0.1"
"2014-01";"K2";"0.2"
"2014-01";"TLK";"0.1"
"2014-02";"KGM";"0.36713622"
"2014-02";"K1";"-0.1"
"2014-02";"K2";"0.2"
"2014-02";"TLK";"-0.1"
"2014-03";"KGM";"0.50032313"
"2014-03";"K1";"0.1"
"2014-03";"K2";"0.4"
"2014-03";"TLK";"0"
"2014-04";"KGM";"0.45845691"
"2014-04";"K1";"0"
"2014-04";"K2";"0.3"
"2014-04";"TLK";"0"
"2014-05";"KGM";"0.46762716"
"2014-05";"K1";"0.1"
"2014-05";"K2";"0.4"
"2014-05";"TLK";"0.2"
"2014-06";"KGM";"0.36762356"
"2014-06";"K1";"0"
"2014-06";"K2";"0.2"
"2014-06";"TLK";"0"
"2014-07";"KGM";"0.36663993"
"2014-07";"K1";"0.1"
"2014-07";"K2";"0.4"
"2014-07";"TLK";"0"
"2014-08";"KGM";"0.31873134"
"2014-08";"K1";"0.1"
"2014-08";"K2";"0.5"
"2014-08";"TLK";"0.1"
"2014-09";"KGM";"0.28672484"
"2014-09";"K1";"0"
"2014-09";"K2";"0.3"
"2014-09";"TLK";"-0.1"
"2014-10";"KGM";"0.35445046"
"2014-10";"K1";"0.1"
"2014-10";"K2";"0.5"
"2014-10";"TLK";"0"
"2014-11";"KGM";"0.21274419"
"2014-11";"K1";"0.1"
"2014-11";"K2";"0.4"
"2014-11";"TLK";"-0.1"
"2014-12";"KGM";"0.29070486"
"2014-12";"K1";"0.3"
"2014-12";"K2";"0.4"
"2014-12";"TLK";"-0.3"
"2015-01";"KGM";"0.32089007"
"2015-01";"K1";"0.4"
"2015-01";"K2";"0.5"
"2015-01";"TLK";"-0.5"
"2015-02";"KGM";"0.09191769"
"2015-02";"K1";"0"
"2015-02";"K2";"0"
"2015-02";"TLK";"-0.8"
"2015-03";"KGM";"-0.12898238"
"2015-03";"K1";"-0.2"
"2015-03";"K2";"-0.2"
"2015-03";"TLK";"-0.9"
"2015-04";"KGM";"-0.26355057"
"2015-04";"K1";"-0.4"
"2015-04";"K2";"-0.6"
"2015-04";"TLK";"-1.1"
"2015-05";"KGM";"-0.36251683"
"2015-05";"K1";"-0.6"
"2015-05";"K2";"-0.7"
"2015-05";"TLK";"-1.2"
"2015-06";"KGM";"-0.26927361"
"2015-06";"K1";"-0.4"
"2015-06";"K2";"-0.4"
"2015-06";"TLK";"-1"
"2015-07";"KGM";"-0.39342453"
"2015-07";"K1";"-0.6"
"2015-07";"K2";"-0.7"
"2015-07";"TLK";"-1.3"
"2015-08";"KGM";"-0.57186458"
"2015-08";"K1";"-0.7"
"2015-08";"K2";"-0.9"
"2015-08";"TLK";"-1.4"
"2015-09";"KGM";"-0.59866126"
"2015-09";"K1";"-0.7"
"2015-09";"K2";"-0.8"
"2015-09";"TLK";"-1.4"
"2015-10";"KGM";"-0.64958161"
"2015-10";"K1";"-0.8"
"2015-10";"K2";"-1"
"2015-10";"TLK";"-1.4"
"2015-11";"KGM";"-0.75135562"
"2015-11";"K1";"-1"
"2015-11";"K2";"-1.1"
"2015-11";"TLK";"-1.4"
"2015-12";"KGM";"-0.67445634"
"2015-12";"K1";"-0.9"
"2015-12";"K2";"-1"
"2015-12";"TLK";"-1.3"
"2016-01";"KGM";"-0.65385845"
"2016-01";"K1";"-0.9"
"2016-01";"K2";"-1"
"2016-01";"TLK";"-1.3"
"2016-02";"KGM";"-0.30311314"
"2016-02";"K1";"-0.5"
"2016-02";"K2";"-0.5"
"2016-02";"TLK";"-0.8"
"2016-03";"KGM";"-0.30992135"
"2016-03";"K1";"-0.5"
"2016-03";"K2";"-0.5"
"2016-03";"TLK";"-0.9"
"2016-04";"KGM";"-0.14743699"
"2016-04";"K1";"0"
"2016-04";"K2";"0.1"
"2016-04";"TLK";"-0.4"
"2016-05";"KGM";"-0.25470997"
"2016-05";"K1";"-0.1"
"2016-05";"K2";"0"
"2016-05";"TLK";"-0.4"
"2016-06";"KGM";"-0.25184878"
"2016-06";"K1";"-0.2"
"2016-06";"K2";"-0.2"
"2016-06";"TLK";"-0.4"
"2016-07";"KGM";"-0.18752193"
"2016-07";"K1";"0"
"2016-07";"K2";"0.1"
"2016-07";"TLK";"-0.2"
"2016-08";"KGM";"-0.15383541"
"2016-08";"K1";"0"
"2016-08";"K2";"0.2"
"2016-08";"TLK";"-0.1"
"2016-09";"KGM";"-0.22019157"
"2016-09";"K1";"-0.1"
"2016-09";"K2";"0"
"2016-09";"TLK";"-0.2"
"2016-10";"KGM";"-0.09436855"
"2016-10";"K1";"-0.3"
"2016-10";"K2";"-0.1"
"2016-10";"TLK";"-0.2"
"2016-11";"KGM";"0.06016252"
"2016-11";"K1";"-0.3"
"2016-11";"K2";"-0.2"
"2016-11";"TLK";"-0.3"
"2016-12";"KGM";"0.09056124"
"2016-12";"K1";"-0.3"
"2016-12";"K2";"-0.3"
"2016-12";"TLK";"0"
"2017-01";"KGM";"0.18222839"
"2017-01";"K1";"-0.2"
"2017-01";"K2";"-0.2"
"2017-01";"TLK";"0.3"
"2017-02";"KGM";"0.20515886"
"2017-02";"K1";"-0.1"
"2017-02";"K2";"0"
"2017-02";"TLK";"0.6"
"2017-03";"KGM";"0.16482857"
"2017-03";"K1";"0.1"
"2017-03";"K2";"0.2"
"2017-03";"TLK";"0.6"
"2017-04";"KGM";"0.24595037"
"2017-04";"K1";"0.1"
"2017-04";"K2";"0.2"
"2017-04";"TLK";"0.4"
"2017-05";"KGM";"0.35404322"
"2017-05";"K1";"0.2"
"2017-05";"K2";"0.4"
"2017-05";"TLK";"0.5"
"2017-06";"KGM";"0.24160816"
"2017-06";"K1";"0.2"
"2017-06";"K2";"0.4"
"2017-06";"TLK";"0.2"
"2017-07";"KGM";"0.36837825"
"2017-07";"K1";"0.3"
"2017-07";"K2";"0.5"
"2017-07";"TLK";"0.3"
"2017-08";"KGM";"0.39782666"
"2017-08";"K1";"0.4"
"2017-08";"K2";"0.5"
"2017-08";"TLK";"0.5"
"2017-09";"KGM";"0.51744271"
"2017-09";"K1";"0.5"
"2017-09";"K2";"0.6"
"2017-09";"TLK";"0.7"
"2017-10";"KGM";"0.54862605"
"2017-10";"K1";"0.5"
"2017-10";"K2";"0.7"
"2017-10";"TLK";"0.7"
"2017-11";"KGM";"0.47287261"
"2017-11";"K1";"0.6"
"2017-11";"K2";"0.8"
"2017-11";"TLK";"0.8"
"2017-12";"KGM";"0.4903093"
"2017-12";"K1";"0.7"
"2017-12";"K2";"1"
"2017-12";"TLK";"0.8"
"2018-01";"KGM";"0.52696896"
"2018-01";"K1";"0.5"
"2018-01";"K2";"0.8"
"2018-01";"TLK";"0.7"
"2018-02";"KGM";"0.4020805"
"2018-02";"K1";"0.5"
"2018-02";"K2";"0.8"
"2018-02";"TLK";"0.6"
"2018-03";"KGM";"0.56427614"
"2018-03";"K1";"0.6"
"2018-03";"K2";"1"
"2018-03";"TLK";"0.8"
"2018-04";"KGM";"0.53542546"
"2018-04";"K1";"0.5"
"2018-04";"K2";"0.9"
"2018-04";"TLK";"0.8"
"2018-05";"KGM";"0.46718879"
"2018-05";"K1";"0.4"
"2018-05";"K2";"0.9"
"2018-05";"TLK";"1"
"2018-06";"KGM";"0.50588191"
"2018-06";"K1";"0.5"
"2018-06";"K2";"0.9"
"2018-06";"TLK";"1.1"
"2018-07";"KGM";"0.59635179"
"2018-07";"K1";"0.5"
"2018-07";"K2";"0.9"
"2018-07";"TLK";"1.2"
"2018-08";"KGM";"0.60055593"
"2018-08";"K1";"0.5"
"2018-08";"K2";"0.9"
"2018-08";"TLK";"1.2"
"2018-09";"KGM";"0.56309496"
"2018-09";"K1";"0.4"
"2018-09";"K2";"0.7"
"2018-09";"TLK";"1"
"2018-10";"KGM";"0.64289299"
"2018-10";"K1";"0.4"
"2018-10";"K2";"0.8"
"2018-10";"TLK";"1.1"
"2018-11";"KGM";"0.46678969"
"2018-11";"K1";"0.2"
"2018-11";"K2";"0.5"
"2018-11";"TLK";"0.9"
"2018-12";"KGM";"0.4560362"
"2018-12";"K1";"0.3"
"2018-12";"K2";"0.6"
"2018-12";"TLK";"0.7"
"2019-01";"KGM";"0.44109106"
"2019-01";"K1";"0.5"
"2019-01";"K2";"0.8"
"2019-01";"TLK";"0.6"
"2019-02";"KGM";"0.43533364"
"2019-02";"K1";"0.4"
"2019-02";"K2";"0.8"
"2019-02";"TLK";"0.6"
"2019-03";"KGM";"0.48070838"
"2019-03";"K1";"0.5"
"2019-03";"K2";"0.8"
"2019-03";"TLK";"0.7"
"2019-04";"KGM";"0.59422647"
"2019-04";"K1";"0.5"
"2019-04";"K2";"0.8"
"2019-04";"TLK";"0.7"
"2019-05";"KGM";"0.43977442"
"2019-05";"K1";"0.6"
"2019-05";"K2";"0.9"
"2019-05";"TLK";"0.6"
"2019-06";"KGM";"0.42937538"
"2019-06";"K1";"0.7"
"2019-06";"K2";"1.1"
"2019-06";"TLK";"0.6"
"2019-07";"KGM";"0.30348091"
"2019-07";"K1";"0.4"
"2019-07";"K2";"0.7"
"2019-07";"TLK";"0.3"
"2019-08";"KGM";"0.31197352"
"2019-08";"K1";"0.4"
"2019-08";"K2";"0.7"
"2019-08";"TLK";"0.3"
"2019-09";"KGM";"0.24008812"
"2019-09";"K1";"0.4"
"2019-09";"K2";"0.7"
"2019-09";"TLK";"0.1"
"2019-10";"KGM";"0.13589598"
"2019-10";"K1";"0.2"
"2019-10";"K2";"0.4"
"2019-10";"TLK";"-0.3"
"2019-11";"KGM";"0.28351734"
"2019-11";"K1";"0.4"
"2019-11";"K2";"0.7"
"2019-11";"TLK";"-0.1"
"2019-12";"KGM";"0.30944789"
"2019-12";"K1";"0.4"
"2019-12";"K2";"0.7"
"2019-12";"TLK";"0.2"
"2020-01";"KGM";"0.2662604"
"2020-01";"K1";"0.2"
"2020-01";"K2";"0.6"
"2020-01";"TLK";"0.2"
"2020-02";"KGM";"0.27061818"
"2020-02";"K1";"0.2"
"2020-02";"K2";"0.5"
"2020-02";"TLK";"-0.1"
"2020-03";"KGM";"0.17999072"
"2020-03";"K1";"-0.1"
"2020-03";"K2";"0.2"
"2020-03";"TLK";"-0.5"
"2020-04";"KGM";"0.10949084"
"2020-04";"K1";"-0.5"
"2020-04";"K2";"-0.4"
"2020-04";"TLK";"-1.1"
"2020-05";"KGM";"0.07140279"
"2020-05";"K1";"-0.6"
"2020-05";"K2";"-0.6"
"2020-05";"TLK";"-1.3"
"2020-06";"KGM";"0.09941438"
"2020-06";"K1";"-0.8"
"2020-06";"K2";"-0.7"
"2020-06";"TLK";"-1.3"
"2020-07";"KGM";"0.0903234"
"2020-07";"K1";"-0.4"
"2020-07";"K2";"-0.2"
"2020-07";"TLK";"-0.9"
